country_iso2,WINDOWS,ANDROID,MACOSX,IOS,LINUX,CHROMEOS,SMART_TV,tls13,IPv6,HTTP/3,bw_p50
CL,38.069777811320755,39.17149675471698,6.71118658490566,14.214881377358491,1.5531227735849056,0.2315722075471698,0.04796228301886792,64.51779194339623,18.226117943396225,29.227235792452827,30.90886666037736
CM,17.810153811320756,68.29279545283019,1.4758898113207548,10.688801943396225,1.6165405283018868,0.10225869811320755,0.013559830188679244,59.22150379245283,3.1149524528301886,31.636982490566037,3.275741301886793
CN,52.047758018867924,25.670384358490566,5.68698258490566,9.841629641509433,6.730252547169812,0.02268094339622642,0.00031207547169811317,69.45603556603773,30.949989603773584,17.86248437735849,4.67602379245283
CO,44.44744967924528,37.64263781132075,5.527460698113208,10.193731188679244,1.845225754716981,0.27794766037735846,0.06554713207547169,65.75993541509435,16.838217660377357,28.727162018867926,15.810939547169811
CR,38.29662996226415,37.09240435849057,8.110917641509433,14.372619056603774,1.6112266603773586,0.4818655849056604,0.034336830188679245,66.19791532075472,14.337689226415094,27.86826243396226,10.794748264150943
CU,14.692371056603772,75.90890069811321,0.6877902830188679,7.482973509433963,1.131598566037736,0.08442422641509435,0.011941660377358491,63.94734113207547,0.12631343396226416,23.643499,3.9889332641509436
CV,27.921922679245284,45.02583279245283,4.918096811320755,19.96842086792453,1.014200962264151,0.5939462452830189,0.557579641509434,65.06532705660376,3.363953716981132,28.83571703773585,7.283493283018868
CW,35.64748641509434,31.881362679245285,10.721852490566038,19.724104471698116,1.2151200754716982,0.4792401509433962,0.3308337735849056,63.18225479245283,7.092820207547169,27.871918075471697,10.682037735849057
CX,62.370621320754715,21.1168391509434,2.6662174339622644,0.24883784905660378,0.3899371132075472,0.0,0.0,82.03642262264151,98.11320754716981,0.0,
CY,36.1536451509434,30.94526869811321,11.992157075471699,18.500214981132075,2.2156359433962263,0.10807196226415094,0.08500615094339622,63.66673716981132,16.98075975471698,28.82895883018868,16.035380056603774
CZ,42.39362467924528,32.38878420754717,7.742971,14.339051207547168,2.7469129811320756,0.2711251320754717,0.11753064150943396,65.85414618867925,26.8319489245283,28.71905175471698,23.971021452830186
DE,38.244653056603774,26.483623773584902,11.216860358490566,19.102263886792453,4.622709,0.26982937735849055,0.060060452830188675,74.29288905660377,34.73405539622642,17.027537622641507,26.53304516981132
