country_iso2,mk_z_TLS 1.3,mk_p_TLS 1.3,trend_TLS 1.3,mk_z_IPv6,mk_p_IPv6,trend_IPv6,mk_z_HTTP/3,mk_p_HTTP/3,trend_HTTP/3,mk_z_bw_p50,mk_p_bw_p50,trend_bw_p50
LS,-7.463593826636495,8.415490526658687e-14,↓,6.174915755850337,6.619875758673288e-10,↑,7.632349288287063,2.3092638912203256e-14,↑,-6.773230574429625,1.2593703857533e-11,↓
LT,6.84993760245261,7.388312184275492e-12,↑,-1.5571526688666069,0.11943424276230097,=,-6.128891539036546,8.849343480221705e-10,↓,-2.8611721452573615,0.0042207780256908745,↓
LU,0.5599613045677946,0.5755058318124051,=,4.364629894507878,1.2733816624477257e-05,↑,2.81514792844357,0.004875478588861837,↑,0.9434964446827224,0.34542703297903743,=
LV,5.5459181260618555,2.924156428107949e-08,↑,3.0299276069079295,0.002446123630246211,↑,-1.6492011024941895,0.09910644217788045,=,-5.89877045496759,3.662202985310614e-09,↓
LY,0.3912058429172264,0.6956450897588282,=,2.81514792844357,0.004875478588861837,↑,3.3214143133952745,0.0008956247828433295,↑,-4.809530657041194,1.51285093186182e-06,↓
MA,4.410654111321669,1.0305882769401364e-05,↑,9.688097639303075,0.0,↑,2.6003682499792102,0.009312376978955372,↑,-1.158276123147082,0.24675137198864938,=
MC,2.0787604594229085,0.03763937286123564,↑,-1.4804456408436213,0.1387543574386687,=,1.2196417455654704,0.22260071393005454,=,-3.520852586255037,0.0004301616841932976,↓
MD,-2.3242229490964625,0.02011354793860165,↓,1.2196417455654704,0.22260071393005454,=,5.637966559689438,1.7206991165252816e-08,↑,-4.119167404834324,3.8024383284929186e-05,↓
ME,3.8276806983469793,0.00012935641337463721,↑,-5.285114230783705,1.2562634155166563e-07,↓,-1.5111284520528154,0.13075572693624382,=,-5.162382985946928,2.4382579089099465e-07,↓
MF,-2.0787604594229085,0.03763937286123564,↓,3.796997887137785,0.00014645903722065867,↑,2.0173948370045203,0.0436543256418489,↑,-2.5645998037247404,0.01032948676422496,↓
MG,-2.385588571514851,0.01705181572794978,↓,2.661733872397599,0.00777393148306893,↑,3.0145862013033327,0.0025733007445831735,↑,-6.95732744168479,3.467892639719139e-12,↓
MH,0.37586443731262925,0.7070176800883068,=,7.509618043450287,5.928590951498336e-14,↑,-0.007670702802298556,0.9938797246827726,=,-1.0662276895194993,0.2863207280567761,=
MK,3.1219760405355124,0.001796415578576127,↑,2.0480776482137144,0.040552391660693576,↑,-0.1917675700574639,0.8479242748024143,=,-3.7202908591147996,0.00019899347089347152,↓
ML,-3.0912932293263182,0.0019928672524018864,↓,2.4776370051424337,0.013225562185666062,↑,5.2544314195745105,1.4848245966092577e-07,↑,-5.530576720457259,3.191796604795627e-08,↓
MM,7.06471728091697,1.609379296496627e-12,↑,3.352097124604469,0.0008020187690094271,↑,-3.2753900965814835,0.0010551616106673212,↓,-3.935070537579159,8.317226500786923e-05,↓
MN,1.725908130517175,0.08436394178009232,=,-0.8821308222643339,0.3777060660380749,=,-0.3144988148942408,0.7531422164135173,=,-1.2043003399608734,0.2284735153454469,=
MO,6.435719651128489,1.2288969841733888e-10,↑,1.1275933119378878,0.2594917125180196,=,-4.456678328135461,8.323936086851447e-06,↓,2.4929784107470305,0.01266765483420973,↑
MP,-2.5236612219562247,0.011613979202232727,↓,-2.539002627560822,0.011116898833438693,↓,3.336755718999872,0.0008476241257342476,↑,-3.693377955744835,0.00022129473971532754,↓
