date,country_iso2,metric,p75,p50,p25
2026-03-09 00:00:00+00:00,AG,DNS,211.06443,102.492024,78.597791
2026-03-16 00:00:00+00:00,AG,DNS,136.999093,98.624236,69.979297
2026-03-23 00:00:00+00:00,AG,DNS,127.411081,88.947766,63.378722
2026-03-30 00:00:00+00:00,AG,DNS,116.963138,92.50555,69.250849
2026-04-06 00:00:00+00:00,AG,DNS,132.784927,105.045824,74.602161
2026-04-13 00:00:00+00:00,AG,DNS,136.189653,102.128505,77.590194
2026-04-20 00:00:00+00:00,AG,DNS,125.657636,95.601615,71.43883
2026-04-27 00:00:00+00:00,AG,DNS,136.302351,101.998868,79.512106
2026-05-04 00:00:00+00:00,AG,DNS,138.871367,93.114155,62.513925
2026-05-11 00:00:00+00:00,AG,DNS,128.807137,100.943456,73.560258
2026-05-18 00:00:00+00:00,AG,DNS,135.757815,103.669831,73.164708
2026-05-25 00:00:00+00:00,AG,DNS,158.653873,117.191911,84.805276
2026-06-01 00:00:00+00:00,AG,DNS,133.23881,104.326599,79.190449
2026-06-08 00:00:00+00:00,AG,DNS,121.592627,88.365608,57.976577
2025-06-09 00:00:00+00:00,AN,DNS,,,
2025-06-16 00:00:00+00:00,AN,DNS,,,
2025-06-23 00:00:00+00:00,AN,DNS,,,
2025-06-30 00:00:00+00:00,AN,DNS,,,
2025-07-07 00:00:00+00:00,AN,DNS,,,
2025-07-14 00:00:00+00:00,AN,DNS,,,
2025-07-21 00:00:00+00:00,AN,DNS,,,
2025-07-28 00:00:00+00:00,AN,DNS,,,
2025-08-04 00:00:00+00:00,AN,DNS,,,
2025-08-11 00:00:00+00:00,AN,DNS,,,
2025-08-18 00:00:00+00:00,AN,DNS,,,
2025-08-25 00:00:00+00:00,AN,DNS,,,
2025-09-01 00:00:00+00:00,AN,DNS,,,
2025-09-08 00:00:00+00:00,AN,DNS,,,
2025-09-15 00:00:00+00:00,AN,DNS,,,
2025-09-22 00:00:00+00:00,AN,DNS,,,
2025-09-29 00:00:00+00:00,AN,DNS,,,
2025-10-06 00:00:00+00:00,AN,DNS,,,
2025-10-13 00:00:00+00:00,AN,DNS,,,
2025-10-20 00:00:00+00:00,AN,DNS,,,
2025-10-27 00:00:00+00:00,AN,DNS,,,
2025-11-03 00:00:00+00:00,AN,DNS,,,
2025-11-10 00:00:00+00:00,AN,DNS,,,
2025-11-17 00:00:00+00:00,AN,DNS,,,
2025-11-24 00:00:00+00:00,AN,DNS,,,
