country_iso2,bot_ratio,tls13,IPv6,HTTP/3,bw_p50
MX,0.09067194622550837,73.54633945283018,44.21349460377359,22.611006509433963,15.967526283018868
MY,0.17941424641330017,65.1740331509434,56.43054509433962,27.696158226415093,20.56182494339623
MZ,0.20309049641306345,64.87454401886792,3.5232511698113207,25.486766113207548,5.419501698113208
NC,0.10853297282910333,59.653092849056605,9.908026094339624,34.46602916981132,16.738212094339623
NE,0.3195622505628421,61.936935207547165,13.070186396226415,14.995909754716982,3.5933796792452832
NF,0.22559208603547992,62.25430183018868,43.44847626415094,23.87846196226415,2.8089908
NG,0.21813812339404498,76.1102399245283,4.648260981132076,16.397907981132075,4.201300735849056
NI,0.09955893603674025,69.92477879245283,35.84645566037736,25.898884566037733,8.040667905660378
NL,0.611415693201433,76.75278520754718,14.638513773584906,11.144413226415095,36.56960498113207
NO,0.18256294603591022,65.34779728301886,34.40184930188679,28.762210490566037,33.71260713207547
NP,0.12605832207421114,62.949696396226415,51.23108347169811,30.65441962264151,13.437812867924528
NR,0.13094272094208678,55.37988852830189,52.05627109433962,30.287772188679245,30.818328708333336
NU,0.13738312075334316,65.19018669811321,21.005146037735848,28.98930941509434,6.226502666666666
NZ,0.12833688679116945,63.7590627735849,21.75932958490566,30.842321471698114,25.583965735849056
OM,0.11585815414978479,67.90831018867925,20.213979396226414,25.611763075471696,12.970174773584906
PA,0.11097812603662605,71.0822493773585,4.985494603773585,23.22058550943396,9.241035943396227
PE,0.1103792316970094,65.88868254716981,31.1415329245283,29.061166358490567,16.751414471698112
PF,0.09230620075379392,62.462299188679246,4.599997037735849,32.88367349056604,5.440290188679245
PG,0.1529766296211117,55.24940143396226,18.877259452830188,36.56849967924528,5.54261479245283
PH,0.10918151264041762,68.9784042264151,17.137938207547172,27.32643583018868,17.280458018867925
PK,0.14209601716839035,62.592202754716986,22.527800018867925,27.554920094339625,6.871020094339623
PL,0.1627580941493158,67.33568158490566,15.58916137735849,27.849006320754718,18.11528452830189
PM,0.0958643522631923,59.47916573584905,3.0542833396226414,35.81680526415094,18.91802826
PN,0.25792174320496797,56.27809301886792,80.40501962264152,29.746978018867924,17.978118
PR,0.09396389565943769,67.45864001886792,45.71765798113207,27.074549358490565,11.337157245283018
PS,0.1490941935834147,59.68950850943396,1.002861,33.3076827735849,8.576441226415094
PT,0.1518982366022546,67.4243166981132,33.0855861509434,27.091131490566035,29.264702150943396
PW,0.10106597660276292,62.61388556603773,2.034731037735849,32.931801433962264,5.141448226415094
PY,0.14540330452684785,72.8253857735849,37.1642891509434,20.817386886792455,13.088638698113208
QA,0.14168068660235678,67.09640062264151,34.441173735849056,27.09933035849057,18.707993000000002
RE,0.08664285245196375,57.13514224528302,16.408216320754715,37.63115852830189,9.730190132075471
RO,0.18769960245095318,62.84938403773585,24.632044603773586,28.460842943396226,21.08620283018868
