country,tls13,ipv6,http3,iqi_p50,region,cluster,cluster_label,pc1,pc2
TK,67.8693707735849,33.694910830188675,22.796822773584903,4.5377866,Other,0,En transition,-0.4693045700816005,-0.4940726859734433
TL,57.02767984905661,6.265428018867924,31.173505849056603,4.727249283018868,Other,0,En transition,1.7946733533585577,-0.46248196679372927
TM,62.79689541509434,0.0240968301886792,35.288951245283016,6.385601583333333,Other,0,En transition,1.67013008584753,-0.5673279076106531
TN,58.95651366037736,16.89418845283019,34.63249505660377,9.403827754716982,Africa,0,En transition,1.6246129330782817,0.16604795816474088
TO,69.29046994339622,28.374768264150944,25.18089949056604,6.318749301886792,Other,0,En transition,-0.3373207719821758,-0.4699041028709391
TR,64.6877351509434,15.299316547169813,25.50939396226415,13.502528150943396,MENA,0,En transition,0.2580029979457335,-0.11432610193922131
TT,61.04383958490566,23.84074150943396,29.071805735849058,8.54705313207547,Other,0,En transition,0.8380973995470302,0.0075695523573200306
TV,70.22971566037737,61.53795881132076,22.295280358490565,7.703437522727273,Other,1,En transition,-1.3088207199949857,0.29537569231517546
TW,60.94427218867924,37.09967267924529,30.87771047169812,27.563149,APAC-Dev,0,En transition,0.4353004455236758,1.7023089690429971
TZ,63.39914279245283,1.1538548113207547,26.677403132075472,5.160236320754717,Africa,0,En transition,0.8836546757677242,-0.9435548903362554
UA,56.469850283018864,9.715099943396227,34.435783037735845,15.481448056603774,EU-East,0,En transition,1.8797922043719337,0.4934466169636439
UG,64.16794479245283,2.018935283018868,28.74605296226415,6.04398262264151,Africa,0,En transition,0.9530079649719414,-0.8183161614420731
UM,62.74372296226415,93.6318385471698,24.25051383018868,,Other,0,En transition,-1.0489809477363026,1.5699954693458698
US,74.4217040754717,29.13721632075472,16.18097766037736,25.245442018867923,,1,En transition,-1.9283414718047893,0.35233263158094635
UY,64.08139167924529,52.3416380754717,29.74573483018868,20.885163301886795,LATAM,0,En transition,-0.13427090561669322,1.459544633299128
UZ,62.692910867924525,8.964858584905661,29.598266,5.645012,Other,0,En transition,1.0464446906446576,-0.5943088910422171
VA,68.33527173584905,12.187815301886792,20.917929528301887,71.84838216129033,Other,1,En transition,-1.4080124210210976,3.5302290958828766
VC,66.92940649056604,3.7521336792452833,27.5739000754717,7.958704056603773,Other,0,En transition,0.5217189052511924,-0.7855436693878977
VE,68.30034843396227,4.612485566037736,24.902286735849056,8.822119037735849,LATAM,0,En transition,0.13247237437540502,-0.8474547249980765
VG,67.37585079245282,17.257321509433964,26.877203735849054,13.381786075471698,Other,0,En transition,0.07856911444511959,-0.12563184226118482
VI,63.59092879245283,13.651504320754716,30.34857501886793,10.58441849056604,Other,0,En transition,0.8529548988743607,-0.14784953903518513
VN,69.33048805660377,40.611234622641504,25.433913396226416,15.214620716981132,APAC-Em,0,En transition,-0.6957360918753586,0.4455827906342525
VU,62.01690079245283,14.114047905660376,29.368568867924527,6.825082698113207,Other,0,En transition,0.9775700640744626,-0.37171958057420756
WF,61.64395398113208,8.74227703773585,33.34883362264151,3.645782458333333,Other,0,En transition,1.5029434294800994,-0.569456381342374
WS,59.12537856603773,7.690794433962264,33.12560120754717,8.76354862264151,Other,0,En transition,1.6618246782942525,-0.15926282201807135
XK,57.58435350943397,4.063605075471698,23.316513886792453,19.80737090566037,Other,0,En transition,0.863677745378437,0.2292287576908706
YE,77.87519301886792,2.146121849056604,11.771912811320757,3.519757566037736,Other,1,En transition,-1.7715039005604132,-2.0734145117355953
YT,62.73371437735849,23.91046941509434,30.827721773584905,4.9910911698113205,Other,0,En transition,0.881037827512712,-0.23598088468527334
ZA,67.3476858490566,2.7590666415094343,27.292225037735847,15.915886320754716,Africa,0,En transition,0.34182108674432454,-0.28750851041254977
ZM,62.31094396226416,4.047280113207547,28.1910579245283,5.822022094339622,Other,0,En transition,1.052537802293408,-0.7360723199913999
ZW,73.03454045283019,15.53481883018868,17.55646586792453,7.789351415094339,Other,1,En transition,-1.1323078521362973,-1.0795405085146002
